"","Overall","List_Number"
"Fruits_bin_8h...1784",0,19
"Fruits_bin_24h...1785",0,19
"Animal_Foods_bin_8h...1786",0,19
"Animal_Foods_bin_24h...1787",0,19
"Dairy_Products_bin_8h...1788",0,19
"Dairy_Products_bin_24h...1789",0,19
"Legumes_Nuts_bin_8h...1790",0,19
"Legumes_Nuts_bin_24h...1791",0,19
"Sweets_bin_8h...1792",0,19
"Sweets_bin_24h...1793",0,19
"Meal_bin_8h...1794",0,19
"Meal_bin_24h...1795",0,19
"Hour...1796",0,19
"Meal_time...1797",0,19
"PPG_spike_prev...1798",0,19
"Staples_g_8h_missing...1799",0,19
"Staples_g_24h_missing...1800",0,19
"Vegetables_g_8h_missing...1801",0,19
"Vegetables_g_24h_missing...1802",0,19
"Fruits_g_8h_missing...1803",0,19
"Fruits_g_24h_missing...1804",0,19
"Animal_Foods_g_8h_missing...1805",0,19
"Animal_Foods_g_24h_missing...1806",0,19
"Dairy_Products_g_8h_missing...1807",0,19
"Dairy_Products_g_24h_missing...1808",0,19
"Legumes_Nuts_g_8h_missing...1809",0,19
"Legumes_Nuts_g_24h_missing...1810",0,19
"Sweets_g_8h_missing...1811",0,19
"Sweets_g_24h_missing...1812",0,19
"Total_g_8h_missing...1813",0,19
"Total_g_24h_missing...1814",0,19
"Staples_bin_24h_missing...1815",0,19
"Vegetables_bin_24h_missing...1816",0,19
"Fruits_bin_24h_missing...1817",0,19
"Animal_Foods_bin_24h_missing...1818",0,19
"Dairy_Products_bin_24h_missing...1819",0,19
"Legumes_Nuts_bin_24h_missing...1820",0,19
"Sweets_bin_24h_missing...1821",0,19
"Meal_bin_24h_missing...1822",0,19
"PPG_spike_prev_missing...1823",0,19
"total_g...1824",100,20
"Staples_g...1825",48.3107600822893,20
"Staples_g_8h...1826",12.1951231615142,20
"Vegetables_bin...1827",8.79253319642931,20
"Animal_Foods_g_24h...1828",1.88153324347105,20
"Hour...1829",1.46341477938171,20
"Non.insulin.hypoglycemic.agents...1830",0,20
"basal_insulin...1831",0,20
"bolus_insulin...1832",0,20
"Intermediate_insulin...1833",0,20
"Staples_bin...1834",0,20
"Vegetables_g...1835",0,20
"Fruits_g...1836",0,20
"Fruits_bin...1837",0,20
"Animal_Foods_g...1838",0,20
"Animal_Foods_bin...1839",0,20
"Dairy_Products_g...1840",0,20
"Dairy_Products_bin...1841",0,20
"Legumes_Nuts_g...1842",0,20
"Legumes_Nuts_bin...1843",0,20
"Sweets_g...1844",0,20
"Sweets_bin...1845",0,20
"Day...1846",0,20
"basal_insulin_dose...1847",0,20
"bolus_insulin_dose...1848",0,20
"intermediate_insulin_dose...1849",0,20
"Insulin_Basal_Time...1850",0,20
"Intermediate_insulin_Time...1851",0,20
"Bolus_insulin_Time...1852",0,20
"Non_Insulin_Time...1853",0,20
"bolus_insulin_dose_time...1854",0,20
"basal_insulin_dose_time...1855",0,20
"intermediate_insulin_dose_time...1856",0,20
"day...1857",0,20
"month...1858",0,20
"Staples_g_24h...1859",0,20
"Vegetables_g_8h...1860",0,20
"Vegetables_g_24h...1861",0,20
"Fruits_g_8h...1862",0,20
"Fruits_g_24h...1863",0,20
"Animal_Foods_g_8h...1864",0,20
"Dairy_Products_g_8h...1865",0,20
"Dairy_Products_g_24h...1866",0,20
"Legumes_Nuts_g_8h...1867",0,20
"Legumes_Nuts_g_24h...1868",0,20
"Sweets_g_8h...1869",0,20
"Sweets_g_24h...1870",0,20
"Total_g_8h...1871",0,20
"Total_g_24h...1872",0,20
"Staples_bin_8h...1873",0,20
"Staples_bin_24h...1874",0,20
"Vegetables_bin_8h...1875",0,20
"Vegetables_bin_24h...1876",0,20
"Fruits_bin_8h...1877",0,20
"Fruits_bin_24h...1878",0,20
"Animal_Foods_bin_8h...1879",0,20
"Animal_Foods_bin_24h...1880",0,20
"Dairy_Products_bin_8h...1881",0,20
"Dairy_Products_bin_24h...1882",0,20
"Legumes_Nuts_bin_8h...1883",0,20
"Legumes_Nuts_bin_24h...1884",0,20
"Sweets_bin_8h...1885",0,20
"Sweets_bin_24h...1886",0,20
"Meal_bin_8h...1887",0,20
"Meal_bin_24h...1888",0,20
"Meal_time...1889",0,20
"weekday_num...1890",0,20
"PPG_spike_prev...1891",0,20
"Staples_g_8h_missing...1892",0,20
"Staples_g_24h_missing...1893",0,20
"Vegetables_g_8h_missing...1894",0,20
"Vegetables_g_24h_missing...1895",0,20
"Fruits_g_8h_missing...1896",0,20
"Fruits_g_24h_missing...1897",0,20
"Animal_Foods_g_8h_missing...1898",0,20
"Animal_Foods_g_24h_missing...1899",0,20
"Dairy_Products_g_8h_missing...1900",0,20
"Dairy_Products_g_24h_missing...1901",0,20
"Legumes_Nuts_g_8h_missing...1902",0,20
"Legumes_Nuts_g_24h_missing...1903",0,20
"Sweets_g_8h_missing...1904",0,20
"Sweets_g_24h_missing...1905",0,20
"Total_g_8h_missing...1906",0,20
"Total_g_24h_missing...1907",0,20
"Staples_bin_8h_missing...1908",0,20
"Staples_bin_24h_missing...1909",0,20
"Vegetables_bin_8h_missing...1910",0,20
"Vegetables_bin_24h_missing...1911",0,20
"Fruits_bin_8h_missing...1912",0,20
"Fruits_bin_24h_missing...1913",0,20
"Animal_Foods_bin_8h_missing...1914",0,20
"Animal_Foods_bin_24h_missing...1915",0,20
"Dairy_Products_bin_8h_missing...1916",0,20
"Dairy_Products_bin_24h_missing...1917",0,20
"Legumes_Nuts_bin_8h_missing...1918",0,20
"Legumes_Nuts_bin_24h_missing...1919",0,20
"Sweets_bin_8h_missing...1920",0,20
"Sweets_bin_24h_missing...1921",0,20
"Meal_bin_8h_missing...1922",0,20
"Meal_bin_24h_missing...1923",0,20
"PPG_spike_prev_missing...1924",0,20
"Hour...1925",100,21
"Day...1926",48.952963893809,21
"Animal_Foods_g...1927",34.1264865111581,21
"day...1928",31.5126267868685,21
"total_g...1929",31.1039346811133,21
"Staples_g_24h...1930",19.1203652580791,21
"Sweets_bin_24h...1931",17.5537661718132,21
"Animal_Foods_g_8h...1932",13.8945386864667,21
"weekday_num...1933",13.2036744818468,21
"Staples_g_8h...1934",13.082745685676,21
"Total_g_8h...1935",12.1253152647782,21
"Meal_time...1936",11.8529010985128,21
"Fruits_g_8h...1937",9.7789134426104,21
"Animal_Foods_bin...1938",7.34356250671755,21
"Animal_Foods_g_24h...1939",6.44575955070076,21
"Total_g_24h...1940",5.72295155191986,21
"Staples_g...1941",5.2100182422912,21
"Vegetables_g_24h...1942",4.90636838532902,21
"Fruits_bin_8h...1943",2.19337302577625,21
"Staples_bin...1944",0.778306700545207,21
"Fruits_g...1945",0.64629572857635,21
"PPG_spike_prev...1946",0.457911680495619,21
"Vegetables_g_8h...1947",0.430627899589364,21
"Insulin_Basal_Time...1948",0.387921013290076,21
"Fruits_bin...1949",0.368691161617277,21
"Animal_Foods_bin_8h...1950",0.347201757081219,21
"Staples_bin_8h...1951",0.320338340715277,21
"Dairy_Products_g_24h...1952",0.127201539220926,21
"Dairy_Products_g...1953",0.10022735228382,21
"Non.insulin.hypoglycemic.agents...1954",0,21
"basal_insulin...1955",0,21
"bolus_insulin...1956",0,21
"Intermediate_insulin...1957",0,21
"Vegetables_g...1958",0,21
"Vegetables_bin...1959",0,21
"Dairy_Products_bin...1960",0,21
"Legumes_Nuts_g...1961",0,21
"Legumes_Nuts_bin...1962",0,21
"Sweets_g...1963",0,21
"Sweets_bin...1964",0,21
"basal_insulin_dose...1965",0,21
"bolus_insulin_dose...1966",0,21
"intermediate_insulin_dose...1967",0,21
"Intermediate_insulin_Time...1968",0,21
"Bolus_insulin_Time...1969",0,21
"Non_Insulin_Time...1970",0,21
"bolus_insulin_dose_time...1971",0,21
"basal_insulin_dose_time...1972",0,21
"intermediate_insulin_dose_time...1973",0,21
"month...1974",0,21
"Fruits_g_24h...1975",0,21
"Dairy_Products_g_8h...1976",0,21
"Legumes_Nuts_g_8h...1977",0,21
"Legumes_Nuts_g_24h...1978",0,21
"Sweets_g_8h...1979",0,21
"Sweets_g_24h...1980",0,21
"Staples_bin_24h...1981",0,21
"Vegetables_bin_8h...1982",0,21
"Vegetables_bin_24h...1983",0,21
"Fruits_bin_24h...1984",0,21
"Animal_Foods_bin_24h...1985",0,21
"Dairy_Products_bin_8h...1986",0,21
"Dairy_Products_bin_24h...1987",0,21
"Legumes_Nuts_bin_8h...1988",0,21
"Legumes_Nuts_bin_24h...1989",0,21
"Sweets_bin_8h...1990",0,21
"Meal_bin_8h...1991",0,21
"Meal_bin_24h...1992",0,21
"Staples_g_8h_missing...1993",0,21
"Staples_g_24h_missing...1994",0,21
"Vegetables_g_8h_missing...1995",0,21
"Vegetables_g_24h_missing...1996",0,21
"Fruits_g_8h_missing...1997",0,21
"Fruits_g_24h_missing...1998",0,21
"Animal_Foods_g_8h_missing...1999",0,21
"Animal_Foods_g_24h_missing...2000",0,21
"Dairy_Products_g_8h_missing...2001",0,21
"Dairy_Products_g_24h_missing...2002",0,21
"Legumes_Nuts_g_8h_missing...2003",0,21
"Legumes_Nuts_g_24h_missing...2004",0,21
"Sweets_g_8h_missing...2005",0,21
"Sweets_g_24h_missing...2006",0,21
"Total_g_8h_missing...2007",0,21
"Total_g_24h_missing...2008",0,21
"Staples_bin_8h_missing...2009",0,21
"Staples_bin_24h_missing...2010",0,21
"Vegetables_bin_8h_missing...2011",0,21
"Vegetables_bin_24h_missing...2012",0,21
"Fruits_bin_8h_missing...2013",0,21
"Fruits_bin_24h_missing...2014",0,21
"Animal_Foods_bin_8h_missing...2015",0,21
"Animal_Foods_bin_24h_missing...2016",0,21
"Dairy_Products_bin_8h_missing...2017",0,21
"Dairy_Products_bin_24h_missing...2018",0,21
"Legumes_Nuts_bin_8h_missing...2019",0,21
"Legumes_Nuts_bin_24h_missing...2020",0,21
"Sweets_bin_8h_missing...2021",0,21
"Sweets_bin_24h_missing...2022",0,21
"Meal_bin_8h_missing...2023",0,21
"Meal_bin_24h_missing...2024",0,21
"PPG_spike_prev_missing...2025",0,21
"Total_g_24h...2026",100,22
"Vegetables_bin_8h...2027",21.1719457237259,22
"PPG_spike_prev...2028",21.1715193537962,22
"Staples_g_8h_missing...2029",11.4654998754876,22
"Staples_bin_8h...2030",7.58861697335435,22
"Fruits_g_8h_missing...2031",2.86671347724451,22
"total_g...2032",1.42178653017062,22
"Day...2033",1.31610336659225,22
"Non.insulin.hypoglycemic.agents...2034",0,22
"basal_insulin...2035",0,22
"bolus_insulin...2036",0,22
"Intermediate_insulin...2037",0,22
"Staples_g...2038",0,22
"Staples_bin...2039",0,22
"Vegetables_g...2040",0,22
"Vegetables_bin...2041",0,22
"Fruits_g...2042",0,22
"Fruits_bin...2043",0,22
"Animal_Foods_g...2044",0,22
"Animal_Foods_bin...2045",0,22
"Dairy_Products_g...2046",0,22
"Dairy_Products_bin...2047",0,22
"Legumes_Nuts_g...2048",0,22
"Legumes_Nuts_bin...2049",0,22
"Sweets_g...2050",0,22
"Sweets_bin...2051",0,22
"basal_insulin_dose...2052",0,22
"bolus_insulin_dose...2053",0,22
"intermediate_insulin_dose...2054",0,22
"Insulin_Basal_Time...2055",0,22
"Intermediate_insulin_Time...2056",0,22
"Bolus_insulin_Time...2057",0,22
"Non_Insulin_Time...2058",0,22
"bolus_insulin_dose_time...2059",0,22
"basal_insulin_dose_time...2060",0,22
"intermediate_insulin_dose_time...2061",0,22
"day...2062",0,22
"month...2063",0,22
"Staples_g_8h...2064",0,22
"Staples_g_24h...2065",0,22
"Vegetables_g_8h...2066",0,22
"Vegetables_g_24h...2067",0,22
"Fruits_g_8h...2068",0,22
"Fruits_g_24h...2069",0,22
"Animal_Foods_g_8h...2070",0,22
"Animal_Foods_g_24h...2071",0,22
"Dairy_Products_g_8h...2072",0,22
"Dairy_Products_g_24h...2073",0,22
"Legumes_Nuts_g_8h...2074",0,22
"Legumes_Nuts_g_24h...2075",0,22
"Sweets_g_8h...2076",0,22
"Sweets_g_24h...2077",0,22
"Total_g_8h...2078",0,22
"Staples_bin_24h...2079",0,22
"Vegetables_bin_24h...2080",0,22
"Fruits_bin_8h...2081",0,22
"Fruits_bin_24h...2082",0,22
"Animal_Foods_bin_8h...2083",0,22
"Animal_Foods_bin_24h...2084",0,22
"Dairy_Products_bin_8h...2085",0,22
"Dairy_Products_bin_24h...2086",0,22
"Legumes_Nuts_bin_8h...2087",0,22
"Legumes_Nuts_bin_24h...2088",0,22
"Sweets_bin_8h...2089",0,22
"Sweets_bin_24h...2090",0,22
"Meal_bin_8h...2091",0,22
"Meal_bin_24h...2092",0,22
"Hour...2093",0,22
"Meal_time...2094",0,22
"weekday_num...2095",0,22
"Staples_g_24h_missing...2096",0,22
"Vegetables_g_8h_missing...2097",0,22
"Vegetables_g_24h_missing...2098",0,22
"Fruits_g_24h_missing...2099",0,22
"Animal_Foods_g_8h_missing...2100",0,22
"Animal_Foods_g_24h_missing...2101",0,22
"Dairy_Products_g_8h_missing...2102",0,22
"Dairy_Products_g_24h_missing...2103",0,22
"Legumes_Nuts_g_8h_missing...2104",0,22
"Legumes_Nuts_g_24h_missing...2105",0,22
"Sweets_g_8h_missing...2106",0,22
"Sweets_g_24h_missing...2107",0,22
"Total_g_8h_missing...2108",0,22
"Total_g_24h_missing...2109",0,22
"Staples_bin_8h_missing...2110",0,22
"Staples_bin_24h_missing...2111",0,22
"Vegetables_bin_8h_missing...2112",0,22
"Vegetables_bin_24h_missing...2113",0,22
"Fruits_bin_8h_missing...2114",0,22
"Fruits_bin_24h_missing...2115",0,22
"Animal_Foods_bin_8h_missing...2116",0,22
"Animal_Foods_bin_24h_missing...2117",0,22
"Dairy_Products_bin_8h_missing...2118",0,22
"Dairy_Products_bin_24h_missing...2119",0,22
"Legumes_Nuts_bin_8h_missing...2120",0,22
"Legumes_Nuts_bin_24h_missing...2121",0,22
"Sweets_bin_8h_missing...2122",0,22
"Sweets_bin_24h_missing...2123",0,22
"Meal_bin_8h_missing...2124",0,22
"Meal_bin_24h_missing...2125",0,22
"PPG_spike_prev_missing...2126",0,22
"Staples_bin...2127",100,23
"Legumes_Nuts_bin_8h...2128",61.3086994496952,23
"Animal_Foods_bin...2129",31.0907039977676,23
"Dairy_Products_g...2130",23.5697170820111,23
"Meal_bin_8h...2131",3.44212267841444,23
"Fruits_g_8h_missing...2132",3.44212267841444,23
"Non.insulin.hypoglycemic.agents...2133",0,23
"basal_insulin...2134",0,23
"bolus_insulin...2135",0,23
"Intermediate_insulin...2136",0,23
"Staples_g...2137",0,23
"Vegetables_g...2138",0,23
"Vegetables_bin...2139",0,23
"Fruits_g...2140",0,23
"Fruits_bin...2141",0,23
"Animal_Foods_g...2142",0,23
"Dairy_Products_bin...2143",0,23
"Legumes_Nuts_g...2144",0,23
"Legumes_Nuts_bin...2145",0,23
"Sweets_g...2146",0,23
"Sweets_bin...2147",0,23
"total_g...2148",0,23
"Day...2149",0,23
"basal_insulin_dose...2150",0,23
"bolus_insulin_dose...2151",0,23
"intermediate_insulin_dose...2152",0,23
"Insulin_Basal_Time...2153",0,23
"Intermediate_insulin_Time...2154",0,23
"Bolus_insulin_Time...2155",0,23
"Non_Insulin_Time...2156",0,23
"bolus_insulin_dose_time...2157",0,23
"basal_insulin_dose_time...2158",0,23
"intermediate_insulin_dose_time...2159",0,23
"day...2160",0,23
"month...2161",0,23
"Staples_g_8h...2162",0,23
"Staples_g_24h...2163",0,23
"Vegetables_g_8h...2164",0,23
"Vegetables_g_24h...2165",0,23
"Fruits_g_8h...2166",0,23
"Fruits_g_24h...2167",0,23
"Animal_Foods_g_8h...2168",0,23
"Animal_Foods_g_24h...2169",0,23
"Dairy_Products_g_8h...2170",0,23
"Dairy_Products_g_24h...2171",0,23
"Legumes_Nuts_g_8h...2172",0,23
"Legumes_Nuts_g_24h...2173",0,23
"Sweets_g_8h...2174",0,23
"Sweets_g_24h...2175",0,23
"Total_g_8h...2176",0,23
"Total_g_24h...2177",0,23
"Staples_bin_8h...2178",0,23
"Staples_bin_24h...2179",0,23
"Vegetables_bin_8h...2180",0,23
"Vegetables_bin_24h...2181",0,23
"Fruits_bin_8h...2182",0,23
"Fruits_bin_24h...2183",0,23
"Animal_Foods_bin_8h...2184",0,23
"Animal_Foods_bin_24h...2185",0,23
"Dairy_Products_bin_8h...2186",0,23
"Dairy_Products_bin_24h...2187",0,23
"Legumes_Nuts_bin_24h...2188",0,23
"Sweets_bin_8h...2189",0,23
"Sweets_bin_24h...2190",0,23
"Meal_bin_24h...2191",0,23
"Hour...2192",0,23
"Meal_time...2193",0,23
"weekday_num...2194",0,23
"PPG_spike_prev...2195",0,23
"Staples_g_8h_missing...2196",0,23
"Staples_g_24h_missing...2197",0,23
"Vegetables_g_8h_missing...2198",0,23
"Vegetables_g_24h_missing...2199",0,23
"Fruits_g_24h_missing...2200",0,23
"Animal_Foods_g_8h_missing...2201",0,23
"Animal_Foods_g_24h_missing...2202",0,23
"Dairy_Products_g_8h_missing...2203",0,23
"Dairy_Products_g_24h_missing...2204",0,23
"Legumes_Nuts_g_8h_missing...2205",0,23
"Legumes_Nuts_g_24h_missing...2206",0,23
"Sweets_g_8h_missing...2207",0,23
"Sweets_g_24h_missing...2208",0,23
"Total_g_8h_missing...2209",0,23
"Total_g_24h_missing...2210",0,23
"Staples_bin_24h_missing...2211",0,23
"Vegetables_bin_24h_missing...2212",0,23
"Fruits_bin_24h_missing...2213",0,23
"Animal_Foods_bin_24h_missing...2214",0,23
"Dairy_Products_bin_24h_missing...2215",0,23
"Legumes_Nuts_bin_24h_missing...2216",0,23
"Sweets_bin_24h_missing...2217",0,23
"Meal_bin_24h_missing...2218",0,23
"PPG_spike_prev_missing...2219",0,23
"Hour...2220",100,24
"Meal_time...2221",92.7285741486944,24
"PPG_spike_prev...2222",66.5087344073577,24
"Vegetables_g_8h...2223",50.3504385299286,24
"Staples_g_24h...2224",37.091053646868,24
"Vegetables_g...2225",27.9760458033494,24
"Total_g_8h...2226",17.5277664422742,24
"Staples_g...2227",16.3465554685968,24
"Staples_g_8h...2228",15.6437422049191,24
"Dairy_Products_g...2229",8.55639737409505,24
"Fruits_bin...2230",8.02630772224408,24
"Total_g_24h...2231",7.80295623202777,24
"Animal_Foods_bin_24h...2232",6.05252744709268,24
"Legumes_Nuts_bin...2233",5.80745339506486,24
"Animal_Foods_bin_8h...2234",5.35374065177817,24
"Fruits_bin_8h...2235",2.3509737995458,24
"Animal_Foods_g_24h...2236",2.20044390769225,24
"total_g...2237",2.00315854509023,24
"Non_Insulin_Time...2238",1.30098314828987,24
"weekday_num...2239",0.650336330223465,24
"Non.insulin.hypoglycemic.agents...2240",0,24
"basal_insulin...2241",0,24
"bolus_insulin...2242",0,24
"Intermediate_insulin...2243",0,24
"Staples_bin...2244",0,24
"Vegetables_bin...2245",0,24
"Fruits_g...2246",0,24
"Animal_Foods_g...2247",0,24
"Animal_Foods_bin...2248",0,24
"Dairy_Products_bin...2249",0,24
"Legumes_Nuts_g...2250",0,24
"Sweets_g...2251",0,24
"Sweets_bin...2252",0,24
"Day...2253",0,24
"basal_insulin_dose...2254",0,24
"bolus_insulin_dose...2255",0,24
"intermediate_insulin_dose...2256",0,24
"Insulin_Basal_Time...2257",0,24
"Intermediate_insulin_Time...2258",0,24
"Bolus_insulin_Time...2259",0,24
"bolus_insulin_dose_time...2260",0,24
"basal_insulin_dose_time...2261",0,24
"intermediate_insulin_dose_time...2262",0,24
"day...2263",0,24
"month...2264",0,24
"Vegetables_g_24h...2265",0,24
"Fruits_g_8h...2266",0,24
"Fruits_g_24h...2267",0,24
"Animal_Foods_g_8h...2268",0,24
"Dairy_Products_g_8h...2269",0,24
"Dairy_Products_g_24h...2270",0,24
"Legumes_Nuts_g_8h...2271",0,24
"Legumes_Nuts_g_24h...2272",0,24
"Sweets_g_8h...2273",0,24
"Sweets_g_24h...2274",0,24
"Staples_bin_8h...2275",0,24
"Staples_bin_24h...2276",0,24
"Vegetables_bin_8h...2277",0,24
"Vegetables_bin_24h...2278",0,24
"Fruits_bin_24h...2279",0,24
"Dairy_Products_bin_8h...2280",0,24
"Dairy_Products_bin_24h...2281",0,24
"Legumes_Nuts_bin_8h...2282",0,24
"Legumes_Nuts_bin_24h...2283",0,24
"Sweets_bin_8h...2284",0,24
"Sweets_bin_24h...2285",0,24
"Meal_bin_8h...2286",0,24
"Meal_bin_24h...2287",0,24
"Staples_g_8h_missing...2288",0,24
"Staples_g_24h_missing...2289",0,24
"Vegetables_g_8h_missing...2290",0,24
"Vegetables_g_24h_missing...2291",0,24
"Fruits_g_8h_missing...2292",0,24
"Fruits_g_24h_missing...2293",0,24
"Animal_Foods_g_8h_missing...2294",0,24
"Animal_Foods_g_24h_missing...2295",0,24
"Dairy_Products_g_8h_missing...2296",0,24
"Dairy_Products_g_24h_missing...2297",0,24
"Legumes_Nuts_g_8h_missing...2298",0,24
"Legumes_Nuts_g_24h_missing...2299",0,24
"Sweets_g_8h_missing...2300",0,24
"Sweets_g_24h_missing...2301",0,24
"Total_g_8h_missing...2302",0,24
"Total_g_24h_missing...2303",0,24
"Staples_bin_8h_missing...2304",0,24
"Staples_bin_24h_missing...2305",0,24
"Vegetables_bin_8h_missing...2306",0,24
"Vegetables_bin_24h_missing...2307",0,24
"Fruits_bin_8h_missing...2308",0,24
"Fruits_bin_24h_missing...2309",0,24
"Animal_Foods_bin_8h_missing...2310",0,24
"Animal_Foods_bin_24h_missing...2311",0,24
"Dairy_Products_bin_8h_missing...2312",0,24
"Dairy_Products_bin_24h_missing...2313",0,24
"Legumes_Nuts_bin_8h_missing...2314",0,24
"Legumes_Nuts_bin_24h_missing...2315",0,24
"Sweets_bin_8h_missing...2316",0,24
"Sweets_bin_24h_missing...2317",0,24
"Meal_bin_8h_missing...2318",0,24
"Meal_bin_24h_missing...2319",0,24
"PPG_spike_prev_missing...2320",0,24
"Hour...2321",100,25
"Animal_Foods_g...2322",61.872301896573,25
"total_g...2323",17.9119651689151,25
"Meal_time...2324",7.94782177500332,25
"Legumes_Nuts_bin_8h...2325",3.53205700903862,25
"weekday_num...2326",2.44915242388986,25
"Total_g_24h...2327",2.34299988088248,25
"Animal_Foods_g_24h...2328",1.18657083253817,25
"Non.insulin.hypoglycemic.agents...2329",0,25
"basal_insulin...2330",0,25
"bolus_insulin...2331",0,25
"Intermediate_insulin...2332",0,25
"Staples_g...2333",0,25
"Staples_bin...2334",0,25
"Vegetables_g...2335",0,25
"Vegetables_bin...2336",0,25
"Fruits_g...2337",0,25
"Fruits_bin...2338",0,25
"Animal_Foods_bin...2339",0,25
"Dairy_Products_g...2340",0,25
"Dairy_Products_bin...2341",0,25
"Legumes_Nuts_g...2342",0,25
"Legumes_Nuts_bin...2343",0,25
"Sweets_g...2344",0,25
"Sweets_bin...2345",0,25
"Day...2346",0,25
"basal_insulin_dose...2347",0,25
"bolus_insulin_dose...2348",0,25
"intermediate_insulin_dose...2349",0,25
"Insulin_Basal_Time...2350",0,25
"Intermediate_insulin_Time...2351",0,25
"Bolus_insulin_Time...2352",0,25
"Non_Insulin_Time...2353",0,25
"bolus_insulin_dose_time...2354",0,25
"basal_insulin_dose_time...2355",0,25
"intermediate_insulin_dose_time...2356",0,25
"day...2357",0,25
"month...2358",0,25
"Staples_g_8h...2359",0,25
"Staples_g_24h...2360",0,25
"Vegetables_g_8h...2361",0,25
"Vegetables_g_24h...2362",0,25
"Fruits_g_8h...2363",0,25
"Fruits_g_24h...2364",0,25
"Animal_Foods_g_8h...2365",0,25
"Dairy_Products_g_8h...2366",0,25
"Dairy_Products_g_24h...2367",0,25
"Legumes_Nuts_g_8h...2368",0,25
"Legumes_Nuts_g_24h...2369",0,25
"Sweets_g_8h...2370",0,25
"Sweets_g_24h...2371",0,25
"Total_g_8h...2372",0,25
"Staples_bin_8h...2373",0,25
"Staples_bin_24h...2374",0,25
"Vegetables_bin_8h...2375",0,25
"Vegetables_bin_24h...2376",0,25
"Fruits_bin_8h...2377",0,25
"Fruits_bin_24h...2378",0,25
"Animal_Foods_bin_8h...2379",0,25
"Animal_Foods_bin_24h...2380",0,25
"Dairy_Products_bin_8h...2381",0,25
"Dairy_Products_bin_24h...2382",0,25
"Legumes_Nuts_bin_24h...2383",0,25
"Sweets_bin_8h...2384",0,25
"Sweets_bin_24h...2385",0,25
"Meal_bin_8h...2386",0,25
"Meal_bin_24h...2387",0,25
"PPG_spike_prev...2388",0,25
"Staples_g_8h_missing...2389",0,25
"Staples_g_24h_missing...2390",0,25
"Vegetables_g_8h_missing...2391",0,25
"Vegetables_g_24h_missing...2392",0,25
"Fruits_g_8h_missing...2393",0,25
"Fruits_g_24h_missing...2394",0,25
"Animal_Foods_g_8h_missing...2395",0,25
"Animal_Foods_g_24h_missing...2396",0,25
"Dairy_Products_g_8h_missing...2397",0,25
"Dairy_Products_g_24h_missing...2398",0,25
"Legumes_Nuts_g_8h_missing...2399",0,25
"Legumes_Nuts_g_24h_missing...2400",0,25
"Sweets_g_8h_missing...2401",0,25
"Sweets_g_24h_missing...2402",0,25
"Total_g_8h_missing...2403",0,25
"Total_g_24h_missing...2404",0,25
"Staples_bin_24h_missing...2405",0,25
"Vegetables_bin_24h_missing...2406",0,25
"Fruits_bin_24h_missing...2407",0,25
"Animal_Foods_bin_24h_missing...2408",0,25
"Dairy_Products_bin_24h_missing...2409",0,25
"Legumes_Nuts_bin_24h_missing...2410",0,25
"Sweets_bin_24h_missing...2411",0,25
"Meal_bin_24h_missing...2412",0,25
"PPG_spike_prev_missing...2413",0,25
"Staples_bin_8h...2414",100,26
"Total_g_8h...2415",21.8713807535403,26
"Hour...2416",16.4087320980493,26
"Meal_bin_8h...2417",7.83562151695097,26
"Staples_g_8h_missing...2418",7.81634657599656,26
"Fruits_g_8h_missing...2419",2.60683687072781,26
"Sweets_g_8h_missing...2420",2.60316805240877,26
"Non.insulin.hypoglycemic.agents...2421",0,26
"basal_insulin...2422",0,26
"bolus_insulin...2423",0,26
"Intermediate_insulin...2424",0,26
"Staples_g...2425",0,26
"Staples_bin...2426",0,26
"Vegetables_g...2427",0,26
"Vegetables_bin...2428",0,26
"Fruits_g...2429",0,26
"Fruits_bin...2430",0,26
"Animal_Foods_g...2431",0,26
"Animal_Foods_bin...2432",0,26
"Dairy_Products_g...2433",0,26
"Dairy_Products_bin...2434",0,26
"Legumes_Nuts_g...2435",0,26
"Legumes_Nuts_bin...2436",0,26
"Sweets_g...2437",0,26
"Sweets_bin...2438",0,26
"total_g...2439",0,26
"Day...2440",0,26
"basal_insulin_dose...2441",0,26
"bolus_insulin_dose...2442",0,26
"intermediate_insulin_dose...2443",0,26
"Insulin_Basal_Time...2444",0,26
"Intermediate_insulin_Time...2445",0,26
"Bolus_insulin_Time...2446",0,26
"Non_Insulin_Time...2447",0,26
"bolus_insulin_dose_time...2448",0,26
"basal_insulin_dose_time...2449",0,26
"intermediate_insulin_dose_time...2450",0,26
"day...2451",0,26
"month...2452",0,26
"Staples_g_8h...2453",0,26
"Staples_g_24h...2454",0,26
"Vegetables_g_8h...2455",0,26
"Vegetables_g_24h...2456",0,26
"Fruits_g_8h...2457",0,26
"Fruits_g_24h...2458",0,26
"Animal_Foods_g_8h...2459",0,26
"Animal_Foods_g_24h...2460",0,26
"Dairy_Products_g_8h...2461",0,26
"Dairy_Products_g_24h...2462",0,26
"Legumes_Nuts_g_8h...2463",0,26
"Legumes_Nuts_g_24h...2464",0,26
"Sweets_g_8h...2465",0,26
"Sweets_g_24h...2466",0,26
"Total_g_24h...2467",0,26
"Staples_bin_24h...2468",0,26
"Vegetables_bin_8h...2469",0,26
"Vegetables_bin_24h...2470",0,26
"Fruits_bin_8h...2471",0,26
"Fruits_bin_24h...2472",0,26
"Animal_Foods_bin_8h...2473",0,26
